algorithm,word,n_guesses
Eliminator,BANKS,3
Eliminator,BANNS,3
Eliminator,BANTU,3
Eliminator,BARBS,4
Eliminator,BARDS,3
Eliminator,BARED,3
Eliminator,CALLS,6
Eliminator,CALMS,4
Eliminator,CALVE,4
Eliminator,CALYX,4
Eliminator,CAMEL,4
Eliminator,CAMEO,4
Eliminator,CAMPS,5
Eliminator,CAMPY,3
Eliminator,CAMRY,3
Eliminator,CAMUS,4
Eliminator,CANAL,5
Eliminator,CANDY,4
Eliminator,CANED,3
Eliminator,CANES,5
Eliminator,CANNY,4
Eliminator,CANOE,4
Eliminator,CANON,5
Eliminator,CANTO,3
Eliminator,DAMPS,5
Eliminator,DANCE,3
Eliminator,DANDY,4
Eliminator,DANES,3
Eliminator,DANNY,3
Eliminator,DANTE,3
Eliminator,DARBY,4
Eliminator,DARCY,3
Eliminator,DARED,5
Eliminator,DAREN,4
Eliminator,DARES,4
Eliminator,DARIN,4
Eliminator,DARIO,4
Eliminator,DARLA,4
Eliminator,DARNS,3
Eliminator,DARTH,4
Eliminator,DARTS,4
Eliminator,DARYL,3
Eliminator,BURKA,3
Eliminator,BURKE,5
Eliminator,BURKS,4
Eliminator,BURLY,4
Eliminator,BURMA,4
Eliminator,BURNS,4
Eliminator,BURNT,4
Eliminator,BURPS,4
Eliminator,BURRO,4
Eliminator,BURRS,5
Eliminator,BURSA,3
Eliminator,BURST,3
Eliminator,BUSBY,4
Eliminator,BUSCH,4
Eliminator,BUSED,4
Eliminator,BUSES,4
Eliminator,BUSHY,5
Eliminator,BUSTS,4
Eliminator,ACRID,3
Eliminator,ACRUX,4
Eliminator,ACTED,2
Eliminator,ACTON,3
Eliminator,ACTOR,3
Eliminator,ACUFF,4
Eliminator,ACUTE,3
Eliminator,ADAGE,4
Eliminator,ADAMS,4
Eliminator,ADANA,4
Eliminator,ADAPT,3
Eliminator,ADDED,4
Eliminator,ADDER,3
Eliminator,ADDIE,4
Eliminator,ADDLE,4
Eliminator,ADELA,4
Eliminator,ADELE,4
Eliminator,ADEPT,4
Eliminator,ADIEU,3
Eliminator,ADLER,3
Eliminator,ADMAN,4
Eliminator,ADMEN,3
Eliminator,ADMIT,3
Eliminator,ADOBE,4
Eliminator,ADOLF,3
Eliminator,ADOPT,3
Eliminator,ADORE,4
Eliminator,ADORN,4
Eliminator,ADULT,3
Eliminator,ADVIL,4
Eliminator,ADZES,3
Eliminator,AEGIS,3
Eliminator,AEONS,3
Eliminator,AERIE,4
Eliminator,AESOP,3
Eliminator,AFFIX,3
Eliminator,AARON,4
Eliminator,ABACI,3
Eliminator,ABACK,4
Eliminator,ABAFT,4
Eliminator,ABASE,4
Eliminator,ABASH,3
Eliminator,ABATE,4
Eliminator,ABBAS,4
Eliminator,ABBEY,3
Eliminator,ABBOT,3
Eliminator,ABDUL,4
Eliminator,ABEAM,3
Eliminator,ABETS,3
Eliminator,ABHOR,3
Eliminator,ABIDE,3
Eliminator,ABLER,3
Eliminator,ABNER,3
Eliminator,ABODE,4
Eliminator,BREED,4
Eliminator,BRENT,3
Eliminator,BREST,3
Eliminator,BRETT,4
Eliminator,BREWS,4
Eliminator,BRIAN,3
Eliminator,BRIAR,3
Eliminator,BRIBE,4
Eliminator,BRICE,3
Eliminator,BRICK,3
Eliminator,BRIDE,4
Eliminator,BRIEF,4
Eliminator,BRIER,4
Eliminator,BRIGS,4
Eliminator,BRIMS,4
Eliminator,BRINE,3
Eliminator,BRING,3
Eliminator,BRINK,4
Eliminator,ABORT,3
Eliminator,ABOUT,3
Eliminator,ABOVE,4
Eliminator,ABRAM,4
Eliminator,ABUJA,4
Eliminator,ABUSE,4
Eliminator,ABUTS,4
Eliminator,ABUZZ,4
Eliminator,ABYSS,4
Eliminator,ACCRA,4
Eliminator,ACHED,3
Eliminator,ACHES,3
Eliminator,ACHOO,3
Eliminator,ACIDS,4
Eliminator,ACING,3
Eliminator,ACMES,3
Eliminator,ACORN,4
Eliminator,ACRES,2
Eliminator,CATCH,4
Eliminator,CATER,3
Eliminator,CATHY,3
Eliminator,CATTY,4
Eliminator,CAULK,4
Eliminator,CAUSE,3
Eliminator,CAVED,5
Eliminator,CAVES,4
Eliminator,CAVIL,4
Eliminator,CAWED,5
Eliminator,CEASE,4
Eliminator,CECIL,3
Eliminator,CEDAR,3
Eliminator,CEDED,4
Eliminator,CEDES,4
Eliminator,CELIA,4
Eliminator,CELLI,3
Eliminator,CELLO,3
Eliminator,DATED,3
Eliminator,DATES,4
Eliminator,DATUM,3
Eliminator,DAUBS,3
Eliminator,DAUNT,4
Eliminator,DAVAO,4
Eliminator,DAVID,4
Eliminator,DAVIS,3
Eliminator,DAVIT,3
Eliminator,DAWES,4
Eliminator,DAWNS,4
Eliminator,DAZED,6
Eliminator,DAZES,5
Eliminator,DEALS,3
Eliminator,DEALT,3
Eliminator,DEANA,4
Eliminator,DEANN,4
Eliminator,DEANS,3
Eliminator,CHARS,4
Eliminator,CHART,3
Eliminator,CHARY,4
Eliminator,CHASE,3
Eliminator,CHASM,4
Eliminator,CHATS,4
Eliminator,CHEAP,4
Eliminator,CHEAT,3
Eliminator,CHECK,4
Eliminator,CHEEK,4
Eliminator,CHEEP,4
Eliminator,CHEER,4
Eliminator,CHEFS,5
Eliminator,CHERI,3
Eliminator,CHESS,5
Eliminator,CHEST,4
Eliminator,CHEVY,3
Eliminator,CHEWS,5
Eliminator,BRINY,3
Eliminator,BRISK,3
Eliminator,BRITS,4
Eliminator,BRITT,3
Eliminator,BROAD,3
Eliminator,BROCK,3
Eliminator,BROIL,4
Eliminator,BROKE,4
Eliminator,BRONX,4
Eliminator,BROOD,4
Eliminator,BROOK,4
Eliminator,BROOM,5
Eliminator,BROTH,4
Eliminator,BROWN,4
Eliminator,BROWS,4
Eliminator,BRUCE,4
Eliminator,BRUIN,4
Eliminator,BRUNO,3
Eliminator,BUTCH,3
Eliminator,BUTTE,4
Eliminator,BUTTS,3
Eliminator,BUXOM,4
Eliminator,BUYER,4
Eliminator,BYERS,4
Eliminator,BYLAW,4
Eliminator,BYRON,3
Eliminator,BYTES,4
Eliminator,BYWAY,4
Eliminator,CABAL,3
Eliminator,CABBY,4
Eliminator,CABIN,4
Eliminator,CABLE,4
Eliminator,CABOT,3
Eliminator,CACAO,4
Eliminator,CACHE,4
Eliminator,CACTI,3
Eliminator,ANION,3
Eliminator,ANISE,3
Eliminator,ANITA,4
Eliminator,ANKHS,4
Eliminator,ANKLE,4
Eliminator,ANNAM,4
Eliminator,ANNEX,4
Eliminator,ANNIE,4
Eliminator,ANNOY,4
Eliminator,ANNUL,4
Eliminator,ANODE,3
Eliminator,ANONS,3
Eliminator,ANTED,3
Eliminator,ANTES,2
Eliminator,ANTIC,3
Eliminator,ANTIS,3
Eliminator,ANTON,3
Eliminator,ANVIL,3
Eliminator,AXIAL,4
Eliminator,AXING,5
Eliminator,AXIOM,4
Eliminator,AXLES,4
Eliminator,AXONS,4
Eliminator,AYALA,4
Eliminator,AYERS,3
Eliminator,AZANA,4
Eliminator,AZTEC,3
Eliminator,AZURE,4
Eliminator,BAAED,4
Eliminator,BAATH,4
Eliminator,BABAR,4
Eliminator,BABEL,4
Eliminator,BABES,6
Eliminator,BABUR,4
Eliminator,BACKS,3
Eliminator,BACON,4
Eliminator,AFIRE,4
Eliminator,AFOOT,4
Eliminator,AFOUL,4
Eliminator,AFROS,3
Eliminator,AFTER,3
Eliminator,AGAIN,3
Eliminator,AGAPE,4
Eliminator,AGATE,3
Eliminator,AGAVE,5
Eliminator,AGENT,3
Eliminator,AGGIE,4
Eliminator,AGILE,4
Eliminator,AGING,5
Eliminator,AGISM,3
Eliminator,AGLOW,3
Eliminator,AGNES,4
Eliminator,AGNEW,3
Eliminator,AGONY,3
Eliminator,CELLS,5
Eliminator,CELTS,5
Eliminator,CENTS,5
Eliminator,CERES,3
Eliminator,CESAR,3
Eliminator,CETUS,2
Eliminator,CHAFE,4
Eliminator,CHAFF,3
Eliminator,CHAIN,3
Eliminator,CHAIR,3
Eliminator,CHALK,3
Eliminator,CHAMP,4
Eliminator,CHANG,3
Eliminator,CHANT,4
Eliminator,CHAOS,4
Eliminator,CHAPS,4
Eliminator,CHAPT,4
Eliminator,CHARM,4
Eliminator,CROCK,4
Eliminator,CRONE,3
Eliminator,CRONY,2
Eliminator,CROOK,4
Eliminator,CROON,3
Eliminator,CROPS,4
Eliminator,CROSS,4
Eliminator,CROUP,4
Eliminator,CROWD,4
Eliminator,CROWN,4
Eliminator,CROWS,4
Eliminator,CRUDE,4
Eliminator,CRUEL,4
Eliminator,CRUET,3
Eliminator,CRUMB,4
Eliminator,CRUSH,3
Eliminator,CRUST,3
Eliminator,CRYPT,3
Eliminator,COVET,4
Eliminator,COVEY,4
Eliminator,COWED,4
Eliminator,COWER,4
Eliminator,COWLS,4
Eliminator,COYER,4
Eliminator,COYLY,4
Eliminator,COZEN,4
Eliminator,CRABS,4
Eliminator,CRACK,4
Eliminator,CRAFT,3
Eliminator,CRAGS,5
Eliminator,CRAIG,4
Eliminator,CRAMP,5
Eliminator,CRAMS,4
Eliminator,CRANE,4
Eliminator,CRANK,4
Eliminator,CRAPE,4
Eliminator,ALONE,4
Eliminator,ALONG,3
Eliminator,ALOOF,4
Eliminator,ALOUD,4
Eliminator,ALPHA,4
Eliminator,ALSOP,3
Eliminator,ALTAI,3
Eliminator,ALTAR,2
Eliminator,ALTER,3
Eliminator,ALTHO,3
Eliminator,ALTON,3
Eliminator,ALTOS,2
Eliminator,ALUMS,4
Eliminator,ALVIN,3
Eliminator,ALYCE,4
Eliminator,AMADO,3
Eliminator,AMARU,4
Eliminator,AMASS,4
Eliminator,ANZAC,3
Eliminator,AORTA,4
Eliminator,APACE,5
Eliminator,APART,4
Eliminator,APHID,4
Eliminator,APING,4
Eliminator,APPAL,5
Eliminator,APPLE,4
Eliminator,APPLY,4
Eliminator,APRIL,4
Eliminator,APRON,4
Eliminator,APSES,3
Eliminator,APTER,3
Eliminator,APTLY,3
Eliminator,AQUAE,4
Eliminator,AQUAS,4
Eliminator,ARABS,4
Eliminator,ARABY,3
Eliminator,BETSY,3
Eliminator,BETTE,3
Eliminator,BETTY,4
Eliminator,BEVEL,4
Eliminator,BEYER,3
Eliminator,BIBLE,4
Eliminator,BICEP,3
Eliminator,BIDDY,5
Eliminator,BIDED,4
Eliminator,BIDEN,3
Eliminator,BIDES,3
Eliminator,BIDET,3
Eliminator,BIERS,4
Eliminator,BIGHT,4
Eliminator,BIGOT,4
Eliminator,BIKED,4
Eliminator,BIKER,4
Eliminator,BIKES,3
Eliminator,AMOUR,4
Eliminator,AMPLE,4
Eliminator,AMPLY,3
Eliminator,AMPUL,4
Eliminator,AMUCK,3
Eliminator,AMUSE,4
Eliminator,AMWAY,4
Eliminator,ANDES,4
Eliminator,ANDRE,4
Eliminator,ANGEL,4
Eliminator,ANGER,3
Eliminator,ANGIE,4
Eliminator,ANGLE,4
Eliminator,ANGLO,4
Eliminator,ANGRY,4
Eliminator,ANGST,3
Eliminator,ANGUS,3
Eliminator,ANIME,4
Eliminator,AMATI,4
Eliminator,AMAZE,4
Eliminator,AMBER,3
Eliminator,AMBLE,3
Eliminator,AMEBA,4
Eliminator,AMEER,3
Eliminator,AMEND,3
Eliminator,AMGEN,3
Eliminator,AMIGA,4
Eliminator,AMIGO,3
Eliminator,AMINO,3
Eliminator,AMIRS,4
Eliminator,AMISH,4
Eliminator,AMISS,4
Eliminator,AMITY,4
Eliminator,AMMAN,4
Eliminator,AMOCO,4
Eliminator,AMONG,4
Eliminator,AVAIL,4
Eliminator,AVAST,4
Eliminator,AVERS,4
Eliminator,AVERT,4
Eliminator,AVERY,4
Eliminator,AVIAN,4
Eliminator,AVILA,4
Eliminator,AVIOR,4
Eliminator,AVOID,4
Eliminator,AVOWS,3
Eliminator,AWAIT,4
Eliminator,AWAKE,4
Eliminator,AWARD,4
Eliminator,AWARE,4
Eliminator,AWASH,4
Eliminator,AWFUL,5
Eliminator,AWING,5
Eliminator,AWOKE,4
Eliminator,AKRON,4
Eliminator,ALAMO,4
Eliminator,ALANA,4
Eliminator,ALARM,4
Eliminator,ALBEE,3
Eliminator,ALBUM,4
Eliminator,ALCOA,3
Eliminator,ALDAN,4
Eliminator,ALDEN,3
Eliminator,ALDER,3
Eliminator,ALERT,3
Eliminator,ALEUT,4
Eliminator,ALGAE,4
Eliminator,ALGER,3
Eliminator,ALGOL,5
Eliminator,ALIAS,3
Eliminator,ALIBI,4
Eliminator,ALICE,4
Eliminator,CLACK,4
Eliminator,CLAIM,3
Eliminator,CLAIR,4
Eliminator,CLAMP,4
Eliminator,CLAMS,4
Eliminator,CLANG,3
Eliminator,CLANK,4
Eliminator,CLANS,3
Eliminator,CLAPS,4
Eliminator,CLARA,4
Eliminator,CLARE,3
Eliminator,CLARK,5
Eliminator,CLASH,3
Eliminator,CLASP,4
Eliminator,CLASS,4
Eliminator,CLAUS,4
Eliminator,CLAWS,5
Eliminator,CLEAN,3
Eliminator,BJORK,4
Eliminator,BLABS,5
Eliminator,BLACK,3
Eliminator,BLADE,3
Eliminator,BLAIR,3
Eliminator,BLAKE,4
Eliminator,BLAME,4
Eliminator,BLAND,4
Eliminator,BLANK,4
Eliminator,BLARE,3
Eliminator,BLAST,4
Eliminator,BLATZ,3
Eliminator,BLAZE,4
Eliminator,BLEAK,3
Eliminator,BLEAT,3
Eliminator,BLEED,3
Eliminator,BLEEP,3
Eliminator,BLEND,4
Eliminator,ALIEN,3
Eliminator,ALIGN,3
Eliminator,ALIKE,4
Eliminator,ALINE,3
Eliminator,ALISA,3
Eliminator,ALIVE,5
Eliminator,ALLAH,4
Eliminator,ALLAN,3
Eliminator,ALLAY,4
Eliminator,ALLEN,3
Eliminator,ALLEY,4
Eliminator,ALLIE,4
Eliminator,ALLOT,3
Eliminator,ALLOW,4
Eliminator,ALLOY,4
Eliminator,ALOES,3
Eliminator,ALOFT,4
Eliminator,ALOHA,4
Eliminator,BOOTS,4
Eliminator,BOOTY,3
Eliminator,BOOZE,4
Eliminator,BOOZY,5
Eliminator,BORAX,4
Eliminator,BORED,4
Eliminator,BORER,5
Eliminator,BORES,4
Eliminator,BORIS,3
Eliminator,BORNE,3
Eliminator,BORON,4
Eliminator,BOSCH,3
Eliminator,BOSOM,4
Eliminator,BOSSY,4
Eliminator,BOSUN,3
Eliminator,BOTCH,3
Eliminator,BOTOX,3
Eliminator,BOUGH,4
Eliminator,CZARS,4
Eliminator,CZECH,4
Eliminator,DACCA,3
Eliminator,DACHA,4
Eliminator,DADDY,4
Eliminator,DADOS,5
Eliminator,DAFFY,4
Eliminator,DAILY,3
Eliminator,DAIRY,4
Eliminator,DAISY,4
Eliminator,DAKAR,4
Eliminator,DALAI,4
Eliminator,DALES,3
Eliminator,DALEY,3
Eliminator,DALLY,4
Eliminator,DAMES,4
Eliminator,DAMNS,4
Eliminator,DAMON,3
Eliminator,BECKS,4
Eliminator,BECKY,3
Eliminator,BEEBE,4
Eliminator,BEECH,4
Eliminator,BEEFS,4
Eliminator,BEEFY,4
Eliminator,BEEPS,5
Eliminator,BEERS,4
Eliminator,BEETS,4
Eliminator,BEFIT,3
Eliminator,BEFOG,4
Eliminator,BEGAN,3
Eliminator,BEGAT,3
Eliminator,BEGET,3
Eliminator,BEGIN,4
Eliminator,BEGOT,4
Eliminator,BEGUN,3
Eliminator,BEHAN,4
Eliminator,FASTS,4
Eliminator,FATAH,4
Eliminator,FATAL,4
Eliminator,FATED,4
Eliminator,FATES,3
Eliminator,FATTY,4
Eliminator,FAULT,4
Eliminator,FAUNA,4
Eliminator,FAUNS,4
Eliminator,FAUST,3
Eliminator,FAVOR,4
Eliminator,FAWNS,4
Eliminator,FAXED,6
Eliminator,FAXES,5
Eliminator,FAZED,6
Eliminator,FAZES,6
Eliminator,FEARS,5
Eliminator,FEAST,4
Eliminator,DRAMS,4
Eliminator,DRANK,4
Eliminator,DRANO,4
Eliminator,DRAPE,4
Eliminator,DRAWL,4
Eliminator,DRAWN,3
Eliminator,DRAWS,4
Eliminator,DRAYS,3
Eliminator,DREAD,4
Eliminator,DREAM,5
Eliminator,DREGS,3
Eliminator,DRESS,4
Eliminator,DRIED,3
Eliminator,DRIER,4
Eliminator,DRIES,4
Eliminator,DRIFT,4
Eliminator,DRILL,4
Eliminator,DRILY,4
Eliminator,COOKS,4
Eliminator,COOKY,4
Eliminator,COOLS,3
Eliminator,COONS,4
Eliminator,COOPS,4
Eliminator,COORS,3
Eliminator,COOTS,4
Eliminator,COPED,5
Eliminator,COPES,4
Eliminator,COPRA,4
Eliminator,COPSE,3
Eliminator,CORAL,4
Eliminator,CORDS,3
Eliminator,CORED,4
Eliminator,CORES,4
Eliminator,COREY,3
Eliminator,CORFU,3
Eliminator,CORKS,4
Eliminator,FAITH,3
Eliminator,FAKED,6
Eliminator,FAKER,4
Eliminator,FAKES,5
Eliminator,FAKIR,3
Eliminator,FALLS,5
Eliminator,FALSE,3
Eliminator,FAMED,4
Eliminator,FANCY,4
Eliminator,FANGS,4
Eliminator,FANNY,4
Eliminator,FARCE,3
Eliminator,FARED,5
Eliminator,FARES,4
Eliminator,FARGO,4
Eliminator,FARMS,4
Eliminator,FARSI,3
Eliminator,FARTS,4
Eliminator,CORMS,4
Eliminator,CORNS,4
Eliminator,CORNY,3
Eliminator,COROT,3
Eliminator,CORPS,4
Eliminator,COSBY,4
Eliminator,COSTS,4
Eliminator,COTES,4
Eliminator,COUCH,4
Eliminator,COUGH,4
Eliminator,COULD,3
Eliminator,COUNT,3
Eliminator,COUPE,4
Eliminator,COUPS,4
Eliminator,COURT,3
Eliminator,COVEN,4
Eliminator,COVER,5
Eliminator,COVES,5
Eliminator,DEARS,3
Eliminator,DEATH,3
Eliminator,DEBAR,3
Eliminator,DEBBY,4
Eliminator,DEBIT,4
Eliminator,DEBRA,4
Eliminator,DEBTS,4
Eliminator,DEBUG,4
Eliminator,DEBUT,4
Eliminator,DECAF,4
Eliminator,DECAL,4
Eliminator,DECAY,4
Eliminator,DECCA,4
Eliminator,DECKS,4
Eliminator,DECOR,3
Eliminator,DECOY,3
Eliminator,DECRY,3
Eliminator,DEEDS,4
Eliminator,ESSIE,3
Eliminator,ESTER,2
Eliminator,ESTES,4
Eliminator,ETHAN,3
Eliminator,ETHEL,3
Eliminator,ETHER,3
Eliminator,ETHIC,4
Eliminator,ETHOS,3
Eliminator,EULER,4
Eliminator,EUROS,3
Eliminator,EVADE,3
Eliminator,EVANS,4
Eliminator,EVENS,3
Eliminator,EVENT,3
Eliminator,EVERT,4
Eliminator,EVERY,4
Eliminator,EVIAN,5
Eliminator,EVICT,4
Eliminator,BLOOD,3
Eliminator,BLOOM,4
Eliminator,BLOTS,4
Eliminator,BLOWN,3
Eliminator,BLOWS,5
Eliminator,BLUED,4
Eliminator,BLUER,4
Eliminator,BLUES,3
Eliminator,BLUFF,3
Eliminator,BLUNT,3
Eliminator,BLURB,3
Eliminator,BLURS,3
Eliminator,BLURT,3
Eliminator,BLUSH,4
Eliminator,BOARD,3
Eliminator,BOARS,3
Eliminator,BOAST,3
Eliminator,BOATS,4
Eliminator,BOUND,4
Eliminator,BOUTS,4
Eliminator,BOWED,4
Eliminator,BOWEL,3
Eliminator,BOWEN,4
Eliminator,BOWER,5
Eliminator,BOWIE,4
Eliminator,BOWLS,5
Eliminator,BOXED,4
Eliminator,BOXER,5
Eliminator,BOXES,3
Eliminator,BOYER,4
Eliminator,BOYLE,4
Eliminator,BOZOS,6
Eliminator,BRACE,2
Eliminator,BRACT,3
Eliminator,BRADS,3
Eliminator,BRADY,4
Eliminator,EARTH,2
Eliminator,EASED,3
Eliminator,EASEL,3
Eliminator,EASES,6
Eliminator,EASTS,2
Eliminator,EATEN,4
Eliminator,EATER,3
Eliminator,EATON,3
